Rating,Publication Cost,ISBN,Book Title,Year,Genres,Link,Total Revenue,Book URL
4.09,1168.0,0440236738,Gone for Good,2002,"mystery, thriller, fiction, suspense, mystery, crime, thriller, mystery-thriller, mystery, murder-mystery, adult, book-club, adult-fiction",dir29/43930.Gone_for_Good.html,22044.0,https://www.goodreads.com/author/show/24689.Harlan_Coben
4.07,526.0,1598185217,The Moon and Sixpence,1919,"fiction, classics, art, literature, novels, european-literature, british-literature, historical-fiction",dir29/44796.The_Moon_and_Sixpence.html,8338.0,https://www.goodreads.com/author/show/4176632.W_Somerset_Maugham
4.1,42.0,0615366503,Kestrel's Midnight Song,2010,"fantasy, christian, young-adult, adventure, young-adult, teen, fiction, adult, animals, mystery",dir29/8214792-kestrel-s-midnight-song.html,110.0,https://www.goodreads.com/author/show/5658019.Jacob_Parker
3.78,805.0,Unknown,"Ethereal (Celestra, #1)",2011,"paranormal, angels, young-adult, fantasy, paranormal, fantasy, romance, romance, paranormal-romance, fantasy, supernatural, fantasy, magic, fantasy, urban-fantasy, science-fiction, time-travel",dir29/10941624-ethereal.html,9980.0,https://www.goodreads.com/author/show/4096668.Addison_Moore
4.16,373.0,0375700188,The Imitation of Christ,1300,"christian, religion, christianity, religion, theology, classics, spirituality, non-fiction, christianity, catholic, religion, religion, faith, philosophy",dir29/851393.The_Imitation_of_Christ.html,9578.0,https://www.goodreads.com/author/show/128952.Thomas_Kempis
4.11,9.0,Unknown,Diary of a Freedom Writer,2013,"non-fiction, autobiography, memoir, education, biography, teaching, inspirational",dir29/17879512-diary-of-a-freedom-writer.html,64.0,https://www.goodreads.com/author/show/6494034.Darrius_Garrett
4.93,0.0,9789898541,LaÃ§os fortes e decisÃµes difÃ­ceis,2012,"young-adult, science-fiction, dystopia, fantasy, science-fiction, romance, adventure, book-club, young-adult, teen, apocalyptic, post-apocalyptic, action",dir29/19065420-la-os-fortes-e-decis-es-dif-ceis.html,14.0,https://www.goodreads.com/author/show/7458878.Gra_a_Jacinto
4.09,243.0,Unknown,White Nights and Other Stories,1848,"classics, cultural, russia, literature, russian-literature, fiction, short-stories, literature, novels, romance, literature, 19th-century, literary-fiction",dir29/1772910.White_Nights_and_Other_Stories.html,7833.0,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoyevsky
3.82,56.0,Unknown,Fire of Stars and Dragons (Stars and Souls #1),2014,"new-adult, fantasy, fantasy, paranormal, romance, paranormal, vampires, fantasy, supernatural, fantasy, dragons, romance, paranormal-romance, young-adult, fantasy, magic",dir29/18685332-fire-of-stars-and-dragons.html,157.0,https://www.goodreads.com/author/show/3153008.Melissa_Petreshock
4.94,6.0,Unknown,Nik Nassa & the Mark of Destiny,2014,"young-adult, science-fiction, dystopia, fantasy, science-fiction, romance, adventure, book-club, young-adult, teen, apocalyptic, post-apocalyptic, action",dir29/21864814-nik-nassa-the-mark-of-destiny.html,16.0,https://www.goodreads.com/author/show/8127793.A_J_Salt
4.61,2.0,Unknown,"My Death Experiences - A Preacherâs 18 Apocalyptic Encounter with Death, Heaven & Hell.",1969,"young-adult, science-fiction, dystopia, fantasy, science-fiction, romance, adventure, book-club, young-adult, teen, apocalyptic, post-apocalyptic, action",dir29/22031070-my-death-experiences---a-preacher-s-18-apocalyptic-encounter-with-death.html,23.0,https://www.goodreads.com/author/show/8182217.Zion_Odum
3.91,1240.0,1402726023,The Swiss Family Robinson,1812,"classics, fiction, adventure, childrens, young-adult, literature, historical-fiction, adventure, survival, classics, classic-literature, fantasy",dir29/62111.The_Swiss_Family_Robinson.html,61452.0,https://www.goodreads.com/author/show/2897630.Johann_David_Wyss
4.07,549.0,0441004326,"Archangel (Samaria, #1)",1996,"fantasy, romance, science-fiction, fiction, paranormal, angels, science-fiction-fantasy, adult, romance, paranormal-romance, romance, fantasy-romance, fantasy, paranormal",dir29/97961.Archangel.html,6327.0,https://www.goodreads.com/author/show/28544.Sharon_Shinn
4.41,818.0,1416580956,"Pleasure of a Dark Prince (Immortals After Dark, #9)",2010,"romance, paranormal-romance, fantasy, paranormal, romance, paranormal, vampires, fantasy, shapeshifters, werewolves, adult, paranormal, shapeshifters, paranormal, demons, fantasy, urban-fantasy",dir29/6337006-pleasure-of-a-dark-prince.html,24401.0,https://www.goodreads.com/author/show/4428.Kresley_Cole
4.32,2846.0,148234873X,"Beauty from Pain (Beauty, #1)",2013,"romance, adult-fiction, erotica, new-adult, romance, contemporary-romance, contemporary, adult, romance, erotic-romance, erotica, bdsm, womens-fiction, chick-lit, music",dir29/17156015-beauty-from-pain.html,35444.0,https://www.goodreads.com/author/show/5228869.Georgia_Cates
4.1,6242.0,0312364121,Winter Garden,2010,"fiction, historical-fiction, book-club, womens-fiction, chick-lit, contemporary, romance, cultural, russia, adult-fiction, family, adult",dir29/6668467-winter-garden.html,44630.0,https://www.goodreads.com/author/show/54493.Kristin_Hannah
3.23,8596.0,1565125967,A Reliable Wife,2009,"fiction, historical-fiction, book-club, mystery, romance, adult-fiction, adult, suspense, drama, gothic",dir29/4929705-a-reliable-wife.html,57770.0,https://www.goodreads.com/author/show/266461.Robert_Goolrick
4.09,1096.0,0688120490,"Through the Looking-Glass, and What Alice Found There (Alice's Adventures in Wonderland #2)",1871,"classics, fantasy, fiction, childrens, young-adult, literature, adventure, european-literature, british-literature, literature, 19th-century, novels",dir29/83346.Through_the_Looking_Glass_and_What_Alice_Found_There.html,48650.0,https://www.goodreads.com/author/show/8164.Lewis_Carroll
3.53,10.0,Unknown,Ø§ÙØµÙØª Ø±ÙØ­,2014,"young-adult, science-fiction, dystopia, fantasy, science-fiction, romance, adventure, book-club, young-adult, teen, apocalyptic, post-apocalyptic, action",dir29/22174792.html,19.0,https://www.goodreads.com/author/show/8193887.Huda_Aweys
3.9,2067.0,0316051594,Twenty Boy Summer,2009,"young-adult, romance, contemporary, womens-fiction, chick-lit, realistic-fiction, fiction, young-adult, teen, death, young-adult, young-adult-contemporary, young-adult, young-adult-romance",dir29/5231173-twenty-boy-summer.html,28531.0,https://www.goodreads.com/author/show/2188726.Sarah_Ockler
4.06,1981.0,0373210574,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",2012,"fantasy, young-adult, fantasy, paranormal, paranormal, fairies, romance, fantasy, magic, fairies, fae, fantasy, urban-fantasy, adventure, fantasy, supernatural",dir29/12614410-the-lost-prince.html,14857.0,https://www.goodreads.com/author/show/2995873.Julie_Kagawa
3.99,369.0,1400310113,"The Door Within (The Door Within, #1)",2005,"fantasy, young-adult, christian-fiction, christian, fiction, adventure, fantasy, dragons, childrens, middle-grade, childrens, fantasy, magic",dir29/712731.The_Door_Within.html,4414.0,https://www.goodreads.com/author/show/33508.Wayne_Thomas_Batson
3.78,2264.0,0312938993,"A is for Alibi (Kinsey Millhone, #1)",1982,"thriller, mystery-thriller, mystery, mystery, detective, literature, american, fiction, womens, mystery, hard-boiled, contemporary, politics, mystery, cozy-mystery",dir29/64863.A_is_for_Alibi.html,85547.0,https://www.goodreads.com/author/show/9559.Sue_Grafton
3.99,187.0,Unknown,Talisman of El (Talisman of El #1),2012,"fantasy, young-adult, fantasy, paranormal, paranormal, angels, fiction, paranormal, demons, adventure, fantasy, mythology, mystery, science-fiction",dir29/13419125-talisman-of-el.html,409.0,https://www.goodreads.com/author/show/5227478.Alecia_Stone
4.3,2010.0,0312360819,"Second Grave on the Left (Charley Davidson, #2)",2011,"fantasy, urban-fantasy, fantasy, paranormal, romance, paranormal-romance, romance, mystery, fantasy, paranormal, ghosts, paranormal, demons, adult, fantasy, supernatural",dir29/9565045-second-grave-on-the-left.html,20487.0,https://www.goodreads.com/author/show/4175419.Darynda_Jones
4.23,816.0,1250036771,"Kiss of the Night (Dark-Hunter, #4)",2004,"romance, paranormal-romance, fantasy, paranormal, romance, paranormal, vampires, fantasy, fantasy, urban-fantasy, adult, fantasy, mythology, fiction, fantasy, supernatural",dir29/17332310-kiss-of-the-night.html,27820.0,https://www.goodreads.com/author/show/4430.Sherrilyn_Kenyon
4.12,255.0,0345470575,Tsubasa (Tsubasa: RESERVoir CHRoNiCLE #1),2003,"sequential-art, manga, fantasy, sequential-art, graphic-novels, romance, sequential-art, comics, young-adult, adventure, fiction, fantasy, magic, comics-manga",dir29/13570.Tsubasa.html,25405.0,https://www.goodreads.com/author/show/8476.CLAMP
4.35,494.0,1586608290,My Utmost for His Highest,1935,"religion, christianity, religion, theology, religion, faith, classics, non-fiction, spirituality, christian, inspirational, reference, religion",dir29/175510.My_Utmost_for_His_Highest.html,37869.0,https://www.goodreads.com/author/show/41469.Oswald_Chambers
4.22,597.0,1590171691,Chess Story,1941,"fiction, classics, european-literature, german-literature, short-stories, literature, games, chess, novels",dir29/59151.Chess_Story.html,10871.0,https://www.goodreads.com/author/show/25573.Stefan_Zweig
3.53,722.0,0060096187,Teen Idol,2004,"young-adult, romance, womens-fiction, chick-lit, contemporary, young-adult, teen, fiction, realistic-fiction, young-adult, high-school, humor, childrens",dir29/90475.Teen_Idol.html,18094.0,https://www.goodreads.com/author/show/11654.Meg_Cabot
3.98,150.0,0373210817,"Belonging (Temptation, #2)",2013,"young-adult, romance, contemporary, realistic-fiction, romance, contemporary-romance, young-adult, young-adult-contemporary, fiction, new-adult, young-adult, young-adult-romance, womens-fiction, chick-lit",dir29/15774969-belonging.html,623.0,https://www.goodreads.com/author/show/5386283.Karen_Ann_Hopkins
3.77,349.0,0307275213,The Possibility of an Island,2005,"fiction, cultural, france, science-fiction, contemporary, science-fiction, dystopia, philosophy, novels, european-literature, french-literature, literature, literary-fiction",dir29/263985.The_Possibility_of_an_Island.html,5244.0,https://www.goodreads.com/author/show/32878.Michel_Houellebecq
3.91,1095.0,1579126243,"The A.B.C. Murders (Hercule Poirot, #13)",1936,"mystery, fiction, mystery, crime, classics, mystery, detective, thriller, mystery-thriller, european-literature, british-literature, thriller, mystery, murder-mystery, adult",dir29/16322.The_A_B_C_Murders.html,33623.0,https://www.goodreads.com/author/show/123715.Agatha_Christie
3.79,379.0,0441328008,Heretics of Dune (Dune Chronicles #5),1984,"science-fiction, fiction, fantasy, science-fiction-fantasy, classics, science-fiction, space-opera, speculative-fiction, novels, religion, adventure",dir29/117.Heretics_of_Dune.html,30490.0,https://www.goodreads.com/author/show/58.Frank_Herbert
4.05,211.0,0140447539,"L'Assommoir (The Dram Shop) (The Dram Shop) (Les Rougon-Macquart, #7)",1877,"classics, fiction, cultural, france, european-literature, french-literature, literature, 19th-century, literature, novels, historical-fiction, roman, literary-fiction",dir29/92967.L_Assommoir_The_Dram_Shop_.html,5711.0,https://www.goodreads.com/author/show/4750._mile_Zola
4.31,50.0,1482586479,"Trust (Trust Trilogy, #2)",2013,"romance, contemporary, adult-fiction, erotica, dark",dir29/17454163-trust.html,163.0,https://www.goodreads.com/author/show/6583811.Cristiane_Serruya
4.06,341.0,1857987632,The City and the Stars,1956,"science-fiction, fiction, classics, science-fiction, dystopia, science-fiction-fantasy, european-literature, british-literature, novels, fantasy, speculative-fiction, literature",dir29/250024.The_City_and_the_Stars.html,13274.0,https://www.goodreads.com/author/show/7779.Arthur_C_Clarke
4.28,37.0,1470088223,"Conjured (New England Witch Chronicles, #2)",2012,"young-adult, fantasy, fantasy, paranormal, paranormal, witches, young-adult, young-adult-paranormal, romance, romance, paranormal-romance",dir29/13495947-conjured.html,349.0,https://www.goodreads.com/author/show/5039646.Chelsea_Bellingeri
4.29,399.0,964913980X,Ø¯Ø±Ø®Øª Ø²ÛØ¨Ø§Û ÙÙ,1968,"fiction, novels, classics, childrens, romance, drama, european-literature, portuguese-literature, academic, school, young-adult, cultural, brazil",dir29/192510._.html,6834.0,https://www.goodreads.com/author/show/30091.Jos_Mauro_de_Vasconcelos
3.96,700.0,0679776591,Fugitive Pieces,1996,"historical-fiction, fiction, world-war-ii, holocaust, war, cultural, canada, novels, literature",dir29/15836.Fugitive_Pieces.html,8280.0,https://www.goodreads.com/author/show/9800.Anne_Michaels
3.81,612.0,0515136816,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)",2003,"paranormal, vampires, fantasy, urban-fantasy, fantasy, paranormal, fantasy, romance, romance, paranormal-romance, horror, fiction, fantasy, supernatural, shapeshifters, werewolves",dir29/30245.Cerulean_Sins.html,35110.0,https://www.goodreads.com/author/show/9550.Laurell_K_Hamilton
3.98,256.0,0984733604,"The Devil's Eyes (The Devil's Eyes, #1)",2011,"romance, contemporary, dark, romance, contemporary-romance, new-adult, adult, adult-fiction, erotica, romance, romantic-suspense, mystery, crime, suspense",dir30/12963457-the-devil-s-eyes.html,2952.0,https://www.goodreads.com/author/show/5298385.Jennifer_Loren
4.02,104.0,Unknown,"New England Witch Chronicles (New England Witch Chronicles, #1)",2011,"young-adult, paranormal, witches, fantasy, paranormal, fantasy, fantasy, magic, fantasy, urban-fantasy, fiction, young-adult, young-adult-paranormal, fantasy, supernatural, romance",dir30/12030849-new-england-witch-chronicles.html,668.0,https://www.goodreads.com/author/show/5039646.Chelsea_Bellingeri
4.56,2127.0,Unknown,"Fueled (The Driven Trilogy, #2)",2013,"romance, romance, contemporary-romance, adult-fiction, erotica, contemporary, sports-and-games, sports, romance, erotic-romance, new-adult, adult",dir30/17880708-fueled.html,23391.0,https://www.goodreads.com/author/show/7047863.K_Bromberg
5.0,0.0,0983002282,Obscured Darkness (Family Secrets #2),2012,"young-adult, science-fiction, dystopia, fantasy, science-fiction, romance, adventure, book-club, young-adult, teen, apocalyptic, post-apocalyptic, action",dir30/17608096-obscured-darkness.html,8.0,https://www.goodreads.com/author/show/6589034.Rebekah_McClew
4.03,756.0,0385481969,Youth in Revolt,1995,"fiction, humor, young-adult, young-adult, coming-of-age, humor, funny, humor, comedy, contemporary, book-club, young-adult, teen, young-adult, high-school",dir30/10050.Youth_in_Revolt.html,6991.0,https://www.goodreads.com/author/show/6560.C_D_Payne
3.94,433.0,0425181111,Strangers,1986,"horror, fiction, thriller, suspense, mystery, science-fiction, fantasy, thriller, mystery-thriller, adult, fantasy, paranormal",dir30/15676.Strangers.html,28102.0,https://www.goodreads.com/author/show/9355.Dean_Koontz
4.33,2172.0,0734406940,The Arrival,2007,"sequential-art, graphic-novels, sequential-art, comics, fantasy, childrens, picture-books, fiction, young-adult, art, childrens, graphic-novels-comics, historical-fiction",dir30/920607.The_Arrival.html,23168.0,https://www.goodreads.com/author/show/38954.Shaun_Tan
3.7,9541.0,0670038601,"In the Woods (Dublin Murder Squad, #1)",2007,"mystery, fiction, mystery, crime, thriller, book-club, thriller, mystery-thriller, cultural, ireland, suspense, adult, adult-fiction",dir30/237209.In_the_Woods.html,108072.0,https://www.goodreads.com/author/show/138825.Tana_French
3.94,71.0,Unknown,"Plague of Angels (The Descended, #1)",2013,"fantasy, paranormal, angels, fantasy, paranormal, fiction, fantasy, supernatural, romance, paranormal, demons, fantasy, dark-fantasy, science-fiction, dystopia, dark",dir30/19468216-plague-of-angels.html,219.0,https://www.goodreads.com/author/show/7558881.John_Patrick_Kennedy
5.0,0.0,0983002215,Family Secrets,2011,"young-adult, science-fiction, dystopia, fantasy, science-fiction, romance, adventure, book-club, young-adult, teen, apocalyptic, post-apocalyptic, action",dir30/16200303-family-secrets.html,9.0,https://www.goodreads.com/author/show/6589034.Rebekah_McClew
3.88,844.0,1416521836,Such a Pretty Girl,2007,"young-adult, fiction, sociology, abuse, contemporary, realistic-fiction, young-adult, teen, mystery, dark, mystery, crime, womens-fiction, chick-lit",dir30/162086.Such_a_Pretty_Girl.html,10056.0,https://www.goodreads.com/author/show/93971.Laura_Wiess
4.38,44.0,0552144320,Men at Arms,1997,"fantasy, fiction, humor, humor, comedy, science-fiction-fantasy, humor, funny, mystery, fantasy, magic, novels, plays",dir30/7557548-men-at-arms.html,27560.0,https://www.goodreads.com/author/show/1654.Terry_Pratchett
3.55,873.0,0060757353,The Pigman,1968,"young-adult, fiction, classics, academic, school, academic, read-for-school, realistic-fiction, young-adult, teen, childrens, young-adult, high-school, childrens, middle-grade",dir30/128092.The_Pigman.html,17132.0,https://www.goodreads.com/author/show/51484.Paul_Zindel
4.42,843.0,0373775814,"The Darkest Surrender (Lords of the Underworld, #8)",2011,"romance, paranormal-romance, fantasy, paranormal, romance, paranormal, demons, fantasy, adult, fantasy, mythology, paranormal, angels, fantasy, urban-fantasy, fiction",dir30/8038219-the-darkest-surrender.html,18022.0,https://www.goodreads.com/author/show/48192.Gena_Showalter
3.83,50.0,Unknown,"Awakening the Fire (Guardian Witch, #1)",2012,"fantasy, urban-fantasy, paranormal, vampires, fantasy, paranormal, fantasy, paranormal, witches, fantasy, magic, paranormal, shapeshifters, shapeshifters, werewolves, fantasy, supernatural, romance",dir30/16008403-awakening-the-fire.html,519.0,https://www.goodreads.com/author/show/6527209.Ally_Shields
4.12,3493.0,0618477942,Fun Home,2006,"sequential-art, graphic-novels, autobiography, memoir, sequential-art, comics, non-fiction, glbt, queer, glbt, biography, graphic-novels-comics, book-club, biography, autobiography",dir30/38990.Fun_Home.html,39683.0,https://www.goodreads.com/author/show/21982.Alison_Bechdel
3.85,673.0,0061020656,"Pyramids (Discworld, #7)",1989,"humor, fiction, fantasy, humor, comedy, science-fiction-fantasy, humor, funny",dir30/64217.Pyramids.html,34589.0,https://www.goodreads.com/author/show/1654.Terry_Pratchett
3.82,1328.0,1416955208,"I Heart You, You Haunt Me",2008,"young-adult, romance, fantasy, paranormal, paranormal, ghosts, poetry, fantasy, contemporary, fantasy, supernatural, fiction, death",dir30/1832749.I_Heart_You_You_Haunt_Me.html,9774.0,https://www.goodreads.com/author/show/588558.Lisa_Schroeder
4.25,578.0,0545310032,"13 Gifts (Willow Falls, #3)",2011,"realistic-fiction, fantasy, young-adult, childrens, middle-grade, fiction, mystery, childrens, contemporary, young-adult, teen, adventure",dir30/10473214-13-gifts.html,6713.0,https://www.goodreads.com/author/show/99650.Wendy_Mass
3.93,92.0,0979886945,"Something Witchy This Way Comes (Something Witchy, #1)",2011,"young-adult, fantasy, paranormal, paranormal, witches, fantasy, magic, fantasy, romance, romance, paranormal-romance, young-adult, high-school, young-adult, young-adult-paranormal, fantasy, supernatural",dir30/12518734-something-witchy-this-way-comes.html,450.0,https://www.goodreads.com/author/show/5184237.Veronica_Blade
4.93,6.0,1453634819,The Years Distilled,2010,"young-adult, science-fiction, dystopia, fantasy, science-fiction, romance, adventure, book-club, young-adult, teen, apocalyptic, post-apocalyptic, action",dir30/11187861-the-years-distilled.html,28.0,https://www.goodreads.com/author/show/4808225.Dennis_Sharpe
4.29,3899.0,Unknown,"Collide (Collide, #1)",2013,"romance, new-adult, romance, contemporary-romance, contemporary, adult-fiction, erotica, adult, romance, erotic-romance, love, drama, womens-fiction, chick-lit",dir30/17158596-collide.html,43807.0,https://www.goodreads.com/author/show/6860574.Gail_McHugh
4.46,873.0,031607991X,"The Blinding Knife (Lightbringer, #2)",2012,"fantasy, fantasy, epic-fantasy, fiction, fantasy, high-fantasy, fantasy, magic, epic, adventure, science-fiction-fantasy, action, science-fiction",dir30/12499290-the-blinding-knife.html,19805.0,https://www.goodreads.com/author/show/1370283.Brent_Weeks
3.99,938.0,0307376656,La catedral del mar,2006,"history, cultural, spain, european-literature, spanish-literature, historical-fiction, medieval, roman, drama, book-club, religion, literature, romance",dir30/54984.La_catedral_del_mar.html,13620.0,https://www.goodreads.com/author/show/31003.Ildefonso_Falcones
3.94,2270.0,0375758992,Don't Let's Go to the Dogs Tonight,2001,"non-fiction, autobiography, memoir, book-club, cultural, africa, biography, travel, biography-memoir, history, adult, cultural, international",dir30/24687.Don_t_Let_s_Go_to_the_Dogs_Tonight.html,31371.0,https://www.goodreads.com/author/show/13900.Alexandra_Fuller
4.05,1779.0,0385521383,New York,2009,"historical-fiction, fiction, new-york, book-club",dir30/6257535-new-york.html,14157.0,https://www.goodreads.com/author/show/16204.Edward_Rutherfurd
3.76,187.0,0006473296,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant, #1-3)",1977,"fantasy, fiction, fantasy, epic-fantasy, science-fiction-fantasy, science-fiction, epic, fantasy, high-fantasy, fantasy, magic, literature, 20th-century, speculative-fiction",dir30/179033.The_Chronicles_of_Thomas_Covenant_the_Unbeliever.html,8978.0,https://www.goodreads.com/author/show/12980.Stephen_R_Donaldson
3.74,47.0,Unknown,"The Keeper (The Keeper, #1)",2013,"fantasy, paranormal, romance, paranormal-romance, romance, paranormal, vampires, adult, young-adult, fantasy, urban-fantasy",dir30/17833728-the-keeper.html,202.0,https://www.goodreads.com/author/show/7058502.O_L_Ramos
4.73,1.0,0983002274,Mortal,2012,"young-adult, science-fiction, dystopia, fantasy, science-fiction, romance, adventure, book-club, young-adult, teen, apocalyptic, post-apocalyptic, action",dir30/16173867-mortal.html,11.0,https://www.goodreads.com/author/show/6589034.Rebekah_McClew
3.6,0.0,0405047924,Herodotus 7-9,1973,classics,dir30/2533529.Herodotus_7_9.html,81.0,https://www.goodreads.com/author/show/901.Herodotus
4.2,24.0,Unknown,"The Changeling (Weald Fae Journals, #2)",2012,"fantasy, fantasy, magic, fantasy, urban-fantasy, young-adult, fantasy, paranormal, paranormal, fairies, fiction, fairies, fae, romance",dir30/16162553-the-changeling.html,217.0,https://www.goodreads.com/author/show/6534462.Christopher_Shields
3.73,3881.0,1597801577,The Windup Girl,2009,"science-fiction, fiction, science-fiction, dystopia, science-fiction, steampunk, fantasy, apocalyptic, post-apocalyptic, science-fiction-fantasy, speculative-fiction",dir30/6597651-the-windup-girl.html,32571.0,https://www.goodreads.com/author/show/1226977.Paolo_Bacigalupi
4.03,633.0,1595541896,The Oath,1995,"fiction, christian, horror, thriller, fantasy, religion, religion, christianity, adult, spirituality, fantasy, paranormal",dir30/365006.The_Oath.html,16947.0,https://www.goodreads.com/author/show/5544.Frank_E_Peretti
4.35,35.0,1480137510,"Wicked Betrayal (New England Witch Chronicles, #3)",2012,"young-adult, fantasy, romance, fantasy, paranormal, romance, paranormal-romance",dir30/16109045-wicked-betrayal.html,289.0,https://www.goodreads.com/author/show/5039646.Chelsea_Bellingeri
4.09,103.0,1930900236,"Mio, My Son",1954,"fantasy, childrens, classics, fiction, european-literature, swedish-literature, european-literature, scandinavian-literature, young-adult, adventure, european-literature, german-literature, novels",dir30/181087.Mio_My_Son.html,4937.0,https://www.goodreads.com/author/show/410653.Astrid_Lindgren
3.88,1344.0,1439147973,"Spider's Bite (Elemental Assassin, #1)",2010,"fantasy, urban-fantasy, fantasy, paranormal, fantasy, fantasy, magic, paranormal, vampires, romance, adult, romance, paranormal-romance, fantasy, supernatural, fiction",dir30/6611038-spider-s-bite.html,18013.0,https://www.goodreads.com/author/show/580315.Jennifer_Estep
3.81,764.0,0393322572,The Feminine Mystique,1963,"feminism, non-fiction, classics, psychology, politics, book-club, history, philosophy, womens",dir30/38723.The_Feminine_Mystique.html,11206.0,https://www.goodreads.com/author/show/21798.Betty_Friedan
3.85,853.0,0007157177,"That Hideous Strength (Space Trilogy, #3)",1945,"science-fiction, fiction, fantasy, christian, classics, christian-fiction, science-fiction-fantasy, religion, religion, christianity, literature",dir30/100933.That_Hideous_Strength.html,17102.0,https://www.goodreads.com/author/show/1069006.C_S_Lewis
3.59,3565.0,1416524517,Cell,2006,"horror, fiction, horror, zombies, thriller, science-fiction, apocalyptic, post-apocalyptic, fantasy, science-fiction, apocalyptic, suspense",dir30/10567.Cell.html,103773.0,https://www.goodreads.com/author/show/3389.Stephen_King
4.55,567.0,076536543X,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",2009,"fantasy, fantasy, epic-fantasy, fiction, fantasy, magic, science-fiction-fantasy, science-fiction, epic, fantasy, high-fantasy, adult, science-fiction, dystopia",dir30/6604209-mistborn-trilogy-boxed-set.html,14738.0,https://www.goodreads.com/author/show/38550.Brandon_Sanderson
4.44,4023.0,1401908977,Left to Tell,2006,"non-fiction, book-club, biography, autobiography, memoir, history, cultural, africa, religion, inspirational, biography, autobiography, christian",dir30/408615.Left_to_Tell.html,22964.0,https://www.goodreads.com/author/show/40411.Immaculee_Ilibagiza
3.74,5905.0,Unknown,"Dead Reckoning (Sookie Stackhouse, #11)",2011,"paranormal, vampires, fantasy, fantasy, paranormal, fantasy, urban-fantasy, fiction, romance, mystery, romance, paranormal-romance, fantasy, supernatural, adult",dir30/7981206-dead-reckoning.html,85791.0,https://www.goodreads.com/author/show/17061.Charlaine_Harris
4.08,261.0,1567923046,The Tartar Steppe,1940,"fiction, european-literature, italian-literature, classics, cultural, italy, novels, literature, war, fantasy, literature, 20th-century, magical-realism",dir30/83017.The_Tartar_Steppe.html,4502.0,https://www.goodreads.com/author/show/47421.Dino_Buzzati
4.06,1839.0,0312349491,Lean Mean Thirteen (Stephanie Plum #13),2007,"mystery, fiction, humor, womens-fiction, chick-lit, romance, mystery, crime, humor, funny, humor, comedy, thriller, mystery-thriller, contemporary",dir30/40317.Lean_Mean_Thirteen.html,60373.0,https://www.goodreads.com/author/show/2384.Janet_Evanovich
3.85,1153.0,0061161535,InÃ©s of My Soul,2006,"fiction, historical-fiction, book-club, european-literature, spanish-literature, literature, novels, romance, cultural, latin-american, magical-realism, adult-fiction",dir30/3300.In_s_of_My_Soul.html,12207.0,https://www.goodreads.com/author/show/2238.Isabel_Allende
3.8,1172.0,1439178232,Forget You,2010,"young-adult, romance, contemporary, womens-fiction, chick-lit, realistic-fiction, young-adult, teen, young-adult, high-school, romance, contemporary-romance, young-adult, young-adult-romance, fiction",dir30/7129588-forget-you.html,19134.0,https://www.goodreads.com/author/show/203238.Jennifer_Echols
4.4,1117.0,Unknown,"The Gray Wolf Throne (Seven Realms, #3)",2011,"young-adult, fantasy, fantasy, magic, romance, fantasy, high-fantasy, adventure, young-adult, young-adult-fantasy, fiction, fantasy, epic-fantasy, young-adult, teen",dir30/9409469-the-gray-wolf-throne.html,19373.0,https://www.goodreads.com/author/show/125308.Cinda_Williams_Chima
3.99,5343.0,145161747X,The Dovekeepers,2011,"fiction, book-club, historical-fiction, magical-realism, adult-fiction, adult, literature, jewish",dir30/10950924-the-dovekeepers.html,33523.0,https://www.goodreads.com/author/show/3502.Alice_Hoffman
3.97,471.0,0765342677,"Obernewtyn (Obernewtyn Chronicles, #1)",1987,"fantasy, young-adult, science-fiction, dystopia, apocalyptic, post-apocalyptic, fiction, science-fiction, adventure, fantasy, paranormal, young-adult, young-adult-fantasy, science-fiction-fantasy",dir30/47916.Obernewtyn.html,6561.0,https://www.goodreads.com/author/show/26878.Isobelle_Carmody
3.87,1340.0,0142400769,"Things Not Seen (Things, #1)",2002,"young-adult, science-fiction, fiction, fantasy, mystery, childrens, young-adult, teen, childrens, middle-grade, realistic-fiction",dir30/542752.Things_Not_Seen.html,17354.0,https://www.goodreads.com/author/show/63095.Andrew_Clements
4.37,664.0,0842339760,"As Sure as the Dawn (Mark of the Lion, #3)",1995,"christian-fiction, historical-fiction, fiction, christian, romance, romance, christian-romance, religion, adult, christian-fiction, christian-historical-fiction, inspirational",dir30/95621.As_Sure_as_the_Dawn.html,16887.0,https://www.goodreads.com/author/show/6492.Francine_Rivers
4.04,660.0,1857989341,The Gods Themselves,1973,"science-fiction, fiction, science-fiction-fantasy, classics, fantasy",dir30/41821.The_Gods_Themselves.html,25747.0,https://www.goodreads.com/author/show/16667.Isaac_Asimov
4.04,4732.0,0062200577,NOS4A2,2013,"fantasy, thriller, fantasy, paranormal, paranormal, vampires, fantasy, supernatural",dir30/15729539-nos4a2.html,29587.0,https://www.goodreads.com/author/show/88506.Joe_Hill
4.08,3180.0,1408816032,The Song of Achilles,2011,"historical-fiction, fiction, fantasy, mythology, fantasy, romance, glbt, war",dir30/11250317-the-song-of-achilles.html,19732.0,https://www.goodreads.com/author/show/176372.Madeline_Miller
